461	Nulb - Map-9-Nulb-Interior-Generic-Nulb-3rd-fl Man 02 night-stand	5087	468	488
462	Hickory Branch - Exterior from Cave	5095	509	367
463	Hickory Branch - Cave from Exterior	5115	483	486
464	Hommlet - Brother Smyth day	5001	571	434
465	Hommlet - Brother Smyth night	5001	567	427
466	Verbobonc - Exterior from Spruce Goose First	5121	532	521
467	Verbobonc - Coliseum Tower West from Exterior	5153	492	485
468	Quarry - Interior from Exterior	5109	482	506
469	Quarry - Exterior from Interior	5108	488	482
470	Verbobonc - Coliseum Tower West from Coliseum Interior	5153	478	489
471	Verbobonc - Drainage Tunnels from City Hall	5141	183	485
472	Verbobonc - Exterior from Coliseum Tower West	5121	596	613
473	Verbobonc - Coliseum Tower South from Exterior	5154	484	493
474	Verbobonc - Church of Pelor Upper Cleric 01 night-stand	5138	496	480
475	Verbobonc - Church of Pelor Upper Cleric 02 night-stand	5138	500	482
476	Verbobonc - Church of Pelor Upper Cleric 03 night-stand	5138	498	486
477	Verbobonc - Church of Pelor Main Cleric 04 night-stand	5137	497	488
478	Verbobonc - Coliseum Tower South from Coliseum Interior	5154	488	479
479	Verbobonc - Drainage Tunnels from Lhizeas hole	5141	594	364
480	Verbobonc - Warehouse Office from Exterior	5155	483	482
481	Verbobonc - Exterior from Warehouse Office	5121	667	607
482	Verbobonc - Warehouse 1 from Exterior	5156	486	489
483	Verbobonc - Exterior from Warehouse 1	5121	635	632
484	Verbobonc - Warehouse 2 from Exterior	5157	494	486
485	Verbobonc - Exterior from Warehouse 2	5121	297	416
486	Verbobonc - Maroon Moon First from Exterior	5158	484	485
487	Verbobonc - Maroon Moon First from Maroon Moon Second	5158	485	480
488	Verbobonc - Maron Moon Second from Maroon Moon First	5159	478	486
489	Verbobonc - Maroon Moon Second from Maroon Moon Third	5159	487	483
490	Verbobonc - Maroon Moon Third from Maroon Moon Second	5160	471	474
491	Verbobonc - Exterior from Maroon Moon First	5121	234	604
492	Verbobonc - Archer's Eye 1 from Exterior	5161	475	472
493	Verbobonc - Exterior from Archer's Eye 1 	5121	421	630
494	Verbobonc - Archer's Eye 2 from Exterior	5162	470	488
495	Verbobonc - Exterior from Archer's Eye 2	5121	376	635
496	Verbobonc - Archer's Eye 3 from Exterior	5163	473	484
497	Verbobonc - Exterior from Archer's Eye 3	5121	358	648
498	Verbobonc - Archer's Eye 4 from Exterior	5164	484	478
499	Verbobonc - Exterior from Archer's Eye 4	5121	352	630
500	Verbobonc - Residence 1 from Exterior	5165	480	484
501	Verbobonc - Exterior from Residence 1	5121	332	681
502	Verbobonc - Residence 2 from Exterior	5166	487	484
503	Verbobonc - Exterior from Residence 2	5121	354	724
504	Verbobonc - Residence 3 from Exterior	5167	480	480
505	Verbobonc - Exterior from Residence 3	5121	377	738
506	Verbobonc - Residence 4 from Exterior	5168	475	472
507	Verbobonc - Exterior from residence 4	5121	390	760
508	Verbobonc - City Hall Main from Exterior	5169	490	581
509	Verbobonc - City Hall Main from Watch Post Lower	5169	426	528
510	Verbobonc - City Hall Main from City Hall Viscount	5169	469	412
511	Verbobonc - City Hall Viscount from City Hall Main	5170	501	484
512	Verbobonc - Watch Post Main from Exterior S	5171	478	493
513	Verbobonc - Watch Post Main from Exterior W	5171	488	479
514	Verbobonc - Watch Post Main from Watch Post Lower	5171	488	495
515	Verbobonc - Watch Post Lower from Watch Post Main	5172	493	488
516	Verbobonc - Watch Post Lower from City Hall Main	5172	495	468
517	Verbobonc - Exterior S from Watch Post Main	5121	157	512
518	Verbobonc - Exterior W from Watch Post Main	5121	161	484
519	Verbobonc - Exterior from City Hall Main	5121	204	516
520	Verbobonc - Jylee's Inn First W top from Exterior	5173	492	489
521	Verbobonc - Jylee's Inn First W bottom from Exterior	5173	493	497
522	Verbobonc - Jylee's Inn First S left from Exterior	5173	486	496
523	Verbobonc - Jylee's Inn First S right from Exterior	5173	476	496
524	Verbobonc - Jylee's Inn First from Jylee's Inn Second N	5173	487	484
525	Verbobonc - Jylee's Inn First from Jylee's Inn Second S	5173	495	497
526	Verbobonc - Jylee's Inn Second N from Jylee's Inn First	5174	493	475
527	Verbobonc - Jylee's Inn Second S from Jylee's Inn First	5174	486	492
528	Verbobonc - Exterior from Jylee's Inn First W top	5121	298	464
529	Verbobonc - Exterior from Jylee's Inn First W bottom	5121	298	476
530	Verbobonc - Exterior from Jylee's Inn First S left	5121	287	485
531	Verbobonc - Exterior from Jylee's Inn First S right	5121	276	485
532	Verbobonc - Merchant's Row 1 right top from Exterior	5178	453	462
533	Verbobonc - Exterior from Merchant's Row 1 right top	5121	452	506
534	Verbobonc - Merchant's Row 1 left top from Exterior	5178	494	458
535	Verbobonc - Exterior from Merchant's Row 1 left top	5121	482	505
536	Verbobonc - Merchant's Row 1 left middle from Exterior	5178	496	492
537	Verbobonc - Exterior from Merchant's Row 1 left middle	5121	481	519
538	Verbobonc - Merchant's Row 1 left bottom from Exterior	5178	498	527
539	Verbobonc - Exterior from Merchant's Row 1 left bottom	5121	481	534
540	Verbobonc - Merchant's Row 2 right top from Exterior	5179	469	448
541	Verbobonc - Exterior from Merchant's Row 2 right top	5121	452	518
542	Verbobonc - Merchant's Row 2 right middle from Exterior	5179	467	478
543	Verbobonc - Exterior from Merchant's Row 2 right middle	5121	452	530
544	Verbobonc - Merchant's Row 2 right bottom from Exterior	5179	465	508
545	Hommlet - Map-6-Main-Hall Burne night-stand	5016	472	479
546	Nulb - Map-9-Nulb-Interior-Smithy Otis night-stand	5056	482	491
547	Verbobonc - Exterior from Merchant's Row 2 right bottom	5121	451	543
548	Verbobonc - Merchant's Row 2 left bottom from Exterior	5179	501	518
549	Verbobonc - Exterior from Merchant's Row 2 left bottom	5121	481	547
550	Verbobonc - Merchant's Row 3 top left from Exterior	5180	507	466
551	Verbobonc - Exterior from Merchant's Row 3 top left	5121	426	565
552	Verbobonc - Merchant's Row 3 top middle from Exterior	5180	477	469
553	Verbobonc - Exterior from Merchant's Row 3 top middle	5121	414	565
554	Verbobonc - Merchant's Row 3 top right from Exterior	5180	448	471
555	Verbobonc - Exterior from Merchant's Row 3 top right	5121	401	565
556	Verbobonc - Merchant's Row 3 bottom left from Exterior	5180	517	502
557	Verbobonc - Exterior from Merchant's Row 3 bottom left	5121	434	595
558	Verbobonc - Merchant's Row 3 bottom middle from Exterior	5180	487	504
559	Verbobonc - Exterior from Merchant's Row 3 bottom middle	5121	421	595
560	Verbobonc - Merchant's Row 3 bottom right from Exterior	5180	457	506
561	Verbobonc - Exterior from Merchant's Row 3 bottom right	5121	408	596
562	Verbobonc - Merchant's Row 4 top from Exterior	5181	461	454
563	Verbobonc - Exterior from Merchant's Row 4 top	5121	389	565
564	Verbobonc - Merchant's Row 4 bottom from Exterior	5181	457	495
565	Verbobonc - Exterior from Merchant's Row 4 bottom	5121	383	596
566	Verbobonc - Exterior from Coliseum Tower South	5121	499	709
567	Verbobonc - Exterior from Castle Outbuilding 1 well	5121	706	362
568	Verbobonc - Coliseum Interior from Coliseum Tower West	5121	543	608
569	Verbobonc - City Hall from Drainage Tunnels	5169	482	566
570	Verbobonc - Coliseum Interior from Coliseum Tower South	5121	495	656
571	HB South 03 worg 02 alt e	5095	405	521
572	HB South 03 worg 03 alt e	5095	401	521
573	HB South 03 worg 04 alt e	5095	397	521
574	HB Ravine gnoll 01 alt	5095	496	433
575	HB Ravine gnoll 02 alt	5095	494	435
576	HB Ravine gnoll 03 alt	5095	492	437
577	Temple - Temple Broken Tower from Temple House	5111	545	499
578	Temple - Temple House from Temple Broken Tower	5110	427	488
579	HB Ravine gnoll 04 alt	5095	490	439
580	HB Ravine gnoll 05 alt	5095	488	441
581	HB Ravine bugbear 01 alt	5095	486	443
582	HB Ravine bugbear 02 alt	5095	484	445
583	HB Ravine bugbear 03 alt	5095	482	447
584	HB Ravine bugbear 04 alt	5095	480	449
585	HB Ravine ogre 01 alt	5095	489	436
586	HB Ravine ogre 02 alt	5095	487	438
587	HB Ravine ogre 03 alt	5095	485	440
588	HB Ravine worg 01 alt	5095	484	452
589	HB Ravine shaman 01 alt	5095	487	434
590	HB Ravine medium 01 alt	5095	484	437
591	HB Ravine orc bowman 01 alt	5095	476	449
592	HB Ravine orc archer 01 alt	5095	474	450
593	HB Ravine orc sniper 01 alt	5095	472	450
594	HB Ravine orc marksman 01 alt	5095	470	451
595	HB Ravine orc sniper 02 alt	5095	468	451
596	HB Ravine orc archer 02 alt	5095	466	452
597	HB Ravine orc sergeant 02 alt	5095	496	436
598	HB Ravine bugbear 06 alt	5095	496	439
599	HB Ravine bugbear 07 alt	5095	496	442
600	HB Ravine bugbear 08 alt	5095	496	445
601	HB South 01 orc sergeant 01 alt	5095	453	559
602	HB South 01 orc dominator 01 alt	5095	451	561
603	HB South 01 orc rundor 01 alt	5095	455	563
604	HB South 01 orc rundor 02 alt	5095	453	563
605	HB South 01 orc rundor 03 alt	5095	451	563
606	HB South 01 orc bowman 01 alt	5095	452	567
607	HB South 01 orc bowman 02 alt	5095	452	569
608	HB South 01 orc archer 01 alt	5095	454	567
609	HB South 01 orc archer 02 alt	5095	454	569
610	HB South 01 orc sniper 01 alt	5095	455	561
611	HB South 01 hill giant 01 alt	5095	444	565
612	HB South 01 hill giant 02 alt	5095	444	568
613	HB South 01 hill giant 03 alt	5095	444	571
614	HB South 01 hill giant 04 alt	5095	444	574
615	HB South 01 hill giant 05 alt	5095	444	577
616	HB South 01 orc shaman 01 alt	5095	441	566
617	HB South 01 orc medium 01 alt	5095	441	569
618	HB South 02 ogre 01 alt	5095	407	541
619	HB South 02 ettin 01 alt	5095	414	537
620	HB South 02 ettin 02 alt	5095	417	540
621	HB South 02 ettin 03 alt	5095	414	543
622	HB South 02 ettin 04 alt	5095	417	546
623	HB South 02 ettin 05 alt	5095	414	549
624	HB South 02 orc bowman 01 alt	5095	408	538
625	HB South 02 orc bowman 01 alt	5095	410	540
626	HB South 02 orc archer 01 alt	5095	406	536
627	HB South 02 orc shaman 01 alt	5095	410	546
628	HB South 02 orc medium 01 alt	5095	410	544
629	HB Naig Lliht runoff standpoint	5095	451	551
630	HB South 03 orc trainer 01 alt w	5095	443	510
631	HB South 03 dire wolf 01 alt w	5095	440	510
632	HB South 03 fiendish dire wolf 01 alt w	5095	447	513
633	HB South 03 fiendish dire wolf 02 alt w	5095	443	513
634	HB South 03 fiendish dire wolf 03 alt w	5095	439	513
635	HB South 03 worg 01 alt w	5095	445	522
636	HB South 03 worg 02 alt w	5095	445	516
637	Lareth Corridor Guardsmen 1 New Spot	5005	483	541
638	Lareth Corridor Guardsmen 2 New Spot	5005	481	530
639	Lareth Corridor Guardsmen 3 New Spot	5005	495	534
640	Glora's new spot	5007	488	478
641	Ostler's Away Jumppoint	5007	476	445
642	HB South 03 worg 03 alt w	5095	441	516
643	HB South 03 worg 04 alt w	5095	441	523
644	HB South 03 orc trainer 01 alt e	5095	403	515
645	HB South 03 dire wolf 01 alt e	5095	400	515
646	HB South 03 fiendish dire wolf 01 alt e	5095	407	518
647	HB South 03 fiendish dire wolf 02 alt e	5095	403	518
648	HB South 03 fiendish dire wolf 03 alt e	5095	399	518
649	HB South 03 worg 01 alt e	5095	412	525
650	Earth Bugbear 1 New Spot	5066	479	387
651	Earth Bugbear 2 New Spot	5066	490	383
652	Earth Bugbear 3 New Spot	5066	475	394
653	#Earth Bugbear 4 New Spot	5066	480	419
654	#Earth Bugbear 5 New Spot	5066	480	419
655	#Earth Bugbear 6 New Spot	5066	480	419
656	#Earth Bugbear 7 New Spot	5066	480	419
657	#Earth Bugbear 8 New Spot	5066	480	419
658	Earth Ogre 1 New Spot	5066	491	389
659	Earth Ogre 2 New Spot	5066	474	388
660	Earth Barbarian Gnoll 1	5066	488	381
661	Earth Fore Sentry 1 New Spot	5066	497	381
662	Earth Fore Sentry 2 New Spot	5066	470	384
663	Earth Back Sentry 1 New Spot	5066	493	403
664	Earth Back Sentry 2 New Spot	5066	471	399
665	Earth Robe Guard 1 New Spot	5066	480	422
666	Earth Robe Guard 2 New Spot	5066	493	423
667	Earth Robe Guard 3 New Spot	5066	474	433
668	#Earth Robe Guard 4 New Spot	5066	480	419
669	Earth Archer 1 New Spot	5066	473	405
670	Earth Archer 2 New Spot	5066	491	397
671	Earth Archer 3 New Spot	5066	493	432
672	#Earth Archer 4 New Spot	5066	480	419
673	#Earth Archer 5 New Spot	5066	480	419
674	#Earth Guard 1 New Spot	5066	480	419
675	#Earth Guard 2 New Spot	5066	480	419
676	#Earth Guard 3 New Spot	5066	480	419
677	#Earth Guard 4 New Spot	5066	480	419
678	#Earth Guard 5 New Spot	5066	480	419
679	#Earth Guard 6 New Spot	5066	480	419
680	#Earth Guard 7 New Spot	5066	480	419
681	#Earth Guard 8 New Spot	5066	480	419
682	#Earth Guard 9 New Spot	5066	480	419
683	Earth Troop Commander New Spot	5066	497	386
684	Earth Elemental Medium1 New Spot	5066	495	412
685	Earth Elemental Medium2 New Spot	5066	470	394
686	Earth Elemental Large Pseudo New Spot	5066	492	393
687	Earth Ogre Chief New Spot	5066	467	385
688	Romag New Spot	5066	482	398
689	Hartsch New Spot	5066	470	403
690	Earth Gnoll Leader New Spot	5066	496	402
691	Earth Lieutenant 1 New Spot	5066	470	390
692	Earth Fighter 1 New Spot	5066	485	387
693	Earth Fighter 2 New Spot	5066	479	385
694	Earth Fighter 3 New Spot	5066	481	391
695	HB Ravine bugbear 09 alt	5095	496	448
696	HB Ravine gnoll 06 alt	5095	496	451
697	HB Ravine gnoll 07 alt	5095	496	454
698	HB Ravine gnoll 08 alt	5095	488	459
699	HB Ravine gnoll 09 alt	5095	496	460
700	Kelno's New Spot	5067	480	494
701	Air Bugbear 1 New Spot	5067	477	496
702	Air Bugbear 2 New Spot	5067	475	506
703	Air Bugbear 3 New Spot	5067	482	500
704	Air Bugbear 4 New Spot	5067	484	496
705	Air Bugbear 5 New Spot	5067	475	497
706	Air Bugbear 6 New Spot	5067	471	493
707	Air Bugbear 7 New Spot	5067	474	489
708	Air Bugbear 8 New Spot	5067	481	487
709	Air Bugbear 9 New Spot	5067	488	496
710	Air Bugbear 10 New Spot	5067	491	493
711	Air Bugbear 11 New Spot	5067	484	493
712	Air Bugbear 12 New Spot	5067	487	488
713	Air Bugbear Defector 1 New Spot	5067	486	495
714	Air Bugbear Defector 2 New Spot	5067	488	492
715	Air Bugbear Defector 3 New Spot	5067	475	492
716	Air Bugbear Defector 4 New Spot	5067	480	516
717	Air Bugbear Defector Chief New Spot	5067	492	486
718	Air Elemental 1 New Spot	5067	478	494
719	Air Elemental 2 New Spot	5067	483	490
720	Air Elemental Large 1 New Spot	5067	495	504
721	Air Kitchener 1 New Spot	5067	501	504
722	Air Kitchener 2 New Spot	5067	477	509
723	Air Kitchener 3 New Spot	5067	495	497
724	Air Kitchener 4 New Spot	5067	470	508
725	Air Kitchener 5 New Spot	5067	497	507
726	Air Kitchener 6 New Spot	5067	485	516
727	Air Kitchener 7 New Spot	5067	499	494
728	Air Kitchener 8 New Spot	5067	495	490
729	Air Kitchener 9 New Spot	5067	502	513
730	Air Kitchener 10 New Spot	5067	497	511
731	Air Kitchener 11 New Spot	5067	474	502
732	Air Kitchener 12 New Spot	5067	496	513
733	Air Kitchener 13 New Spot	5067	496	515
734	Air Kitchener 14 New Spot	5067	503	510
735	Air Kitchener 15 New Spot	5067	496	485
736	HB Cave - gnoll troop 01 greet standpoint	5115	503	474
737	HB Cave - orc fighter 01 greet standpoint	5115	501	472
738	HB Cave - Hungous greet standpoint	5115	483	486
739	HB Cave - Krunch greet standpoint	5115	487	485
740	HB Cave - orc theurgist 02 greet standpoint	5115	481	483
741	HB Cave - Ruff greet standpoint	5115	484	483
742	Tutorial Level 2	5117	496	483
743	Tutorial Level 3	5118	532	485
744	Tutorial Lev 1	5116	438	490
745	Up to Tutorial Lev 2	5117	462	482
746	Placeholder	5001	480	480
747	Placeholder	5001	480	480
748	Placeholder	5001	480	480
749	Placeholder	5001	480	480
750	Belsornig New Spot	5067	550	583
751	Juggernaut New Spot	5067	539	573
752	Gargoyle 1 New Spot	5067	532	566
753	Gargoyle 2 New Spot	5067	536	561
754	Gargoyle 3 New Spot	5067	545	562
755	Gargoyle 4 New Spot	5067	547	565
756	Water Bugbear 1 New Spot	5067	531	573
757	Water Bugbear 2 New Spot	5067	539	564
758	Nalorrem New Spot	5067	546	586
759	Merrolan New Spot	5067	533	584
760	Water Bugbear Defector 1 Leader New Spot	5067	547	577
761	Water Bugbear Defector 2 New Spot	5067	526	581
762	Water Bugbear Defector 3 New Spot	5067	531	578
763	Water Bugbear Defector 4 New Spot	5067	534	577
764	Water Bugbear Defector 5 New Spot	5067	537	580
765	Owlbear New Spot	5067	531	570
766	Kelleen New Spot	5067	533	568
767	Oohlgrist New Spot	5067	546	568
768	Troll 1 New Spot	5067	544	567
769	Troll 2 New Spot	5067	544	571
770	Watersnake 1 New Spot	5067	532	587
771	Watersnake 2 New Spot	5067	528	584
772	Watersnake 3 New Spot	5067	553	580
773	Watersnake 4 New Spot	5067	547	583
774	Placeholder	5001	480	480
775	Placeholder	5001	480	480
776	Placeholder	5001	480	480
777	Placeholder	5001	480	480
778	Placeholder	5001	480	480
779	Placeholder	5001	480	480
780	Placeholder	5001	480	480
781	Placeholder	5001	480	480
782	Placeholder	5001	480	480
783	Placeholder	5001	480	480
784	Placeholder	5001	480	480
785	Placeholder	5001	480	480
786	Placeholder	5001	480	480
787	Placeholder	5001	480	480
788	Placeholder	5001	480	480
789	Placeholder	5001	480	480
790	Placeholder	5001	480	480
791	Placeholder	5001	480	480
792	Placeholder	5001	480	480
793	Placeholder	5001	480	480
794	Placeholder	5001	480	480
795	Placeholder	5001	480	480
796	Placeholder	5001	480	480
797	Placeholder	5001	480	480
798	Placeholder	5001	480	480
799	Placeholder	5001	480	480
800	Earth Altar Swarming Spot 1	5067	470	389
801	Earth Altar Swarming Spot 2	5067	473	389
802	Earth Altar Swarming Spot 3	5067	476	389
803	Earth Altar Swarming Spot 4	5067	479	389
804	Earth Altar Swarming Spot 5	5067	482	389
805	Earth Altar Swarming Spot 6	5067	485	389
806	Earth Altar Swarming Spot 7	5067	488	389
807	Earth Altar Swarming Spot 8	5067	491	389
808	Earth Altar Swarming Spot 9	5067	471	392
809	Earth Altar Swarming Spot 10	5067	474	392
810	Earth Altar Swarming Spot 11	5067	477	392
811	Earth Altar Swarming Spot 12	5067	480	392
812	Earth Altar Swarming Spot 13	5067	483	392
813	Earth Altar Swarming Spot 14	5067	486	392
814	Earth Altar Swarming Spot 15	5067	489	392
815	Earth Altar Swarming Spot 16	5067	472	394
816	Earth Altar Swarming Spot 17	5067	475	394
817	Earth Altar Swarming Spot 18	5067	478	394
818	Earth Altar Swarming Spot 19	5067	481	394
819	Earth Altar Swarming Spot 20	5067	484	394
820	Earth Altar Swarming Spot 21	5067	487	394
821	Earth Altar Swarming Spot 22	5067	490	394
822	Earth Altar Swarming Spot 23	5067	470	396
823	Earth Altar Swarming Spot 24	5067	473	396
824	Earth Altar Swarming Spot 25	5067	476	396
825	Earth Altar Swarming Spot 26	5067	479	396
826	Earth Altar Swarming Spot 27	5067	482	396
827	Earth Altar Swarming Spot 28	5067	485	396
828	Earth Altar Swarming Spot 29	5067	488	396
829	Earth Altar Swarming Spot 30	5067	491	396
830	Earth Altar Swarming Spot 31	5067	471	398
831	Earth Altar Swarming Spot 32	5067	474	398
832	Earth Altar Swarming Spot 33	5067	477	398
833	Earth Altar Swarming Spot 34	5067	480	398
834	Earth Altar Swarming Spot 35	5067	483	398
835	Earth Altar Swarming Spot 36	5067	486	398
836	Earth Altar Swarming Spot 37	5067	489	398
837	Earth Altar Swarming Spot 38	5067	492	400
838	Earth Altar Swarming Spot 39	5067	475	400
839	Earth Altar Swarming Spot 40	5067	478	400
840	Earth Altar Swarming Spot 41	5067	481	400
841	Earth Altar Swarming Spot 42	5067	484	385
842	Earth Altar Swarming Spot 43	5067	495	384
843	Earth Altar Swarming Spot 44	5067	496	383
844	Earth Altar Swarming Spot 45	5067	471	400
845	Earth Altar Swarming Spot 46	5067	470	402
846	Earth Altar Swarming Spot 47	5067	473	402
847	Earth Altar Swarming Spot 48	5067	476	402
848	Earth Altar Swarming Spot 49	5067	479	402
849	Earth Altar Swarming Spot 50	5067	482	402
850	Earth Altar Swarming Spot 51	5067	483	395
851	Earth Altar Swarming Spot 52	5067	484	395
852	Earth Altar Swarming Spot 53	5067	485	395
853	Earth Altar Swarming Spot 54	5067	486	395
854	Earth Altar Swarming Spot 55	5067	487	395
855	Earth Altar Swarming Spot 56	5067	488	395
856	Earth Altar Swarming Spot 57	5067	489	395
857	Earth Altar Swarming Spot 58	5067	490	395
858	Earth Altar Swarming Spot 59	5067	482	396
859	Earth Altar Swarming Spot 60	5067	483	396
860	Earth Altar Swarming Spot 61	5067	484	396
861	Earth Altar Swarming Spot 62	5067	485	396
862	Placeholder	5001	480	480
863	Placeholder	5001	480	480
864	Placeholder	5001	480	480
865	Placeholder	5001	480	480
866	Placeholder	5001	480	480
867	Placeholder	5001	480	480
868	Placeholder	5001	480	480
869	Placeholder	5001	480	480
870	Fire Temple Bugbear 1	5067	418	487
871	Fire Temple Bugbear 2	5067	411	511
872	Fire Temple Bugbear 3	5067	424	498
873	Fire Temple Bugbear 4	5067	415	488
874	Fire Temple Bugbear 5	5067	415	499
875	Fire Temple Bugbear 6	5067	420	510
876	Fire Temple Bugbear 7	5067	420	501
877	Fire Temple Bugbear 8	5067	420	501
878	Fire Temple Bugbear 9	5067	420	501
879	Alrrem New SP	5067	419	494
880	Fire Hydra	5067	416	507
881	Aern	5067	414	503
882	Fire_Oohlgrist	5067	413	509
883	Oohlgrist Minion for fire 1	5067	413	483
884	Oohlgrist Minion for fire 2	5067	414	492
885	Werewolf 1	5067	410	483
886	Werewolf 2	5067	421	507
887	HB Ravine ettin 03 alt	5095	499	451
888	HB Ravine dire wolf 01 alt	5095	502	454
889	HB Ravine fiendish dire wolf 01 alt	5095	502	457
890	HB Ravine orc medium 02 alt	5095	503	450
